date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:55	270362/270362	---M--	200	added ('OK')	application/pdf	etag:%226855770d-4201a%22	https://www.odva.org/wp-content/uploads/2025/06/PUB00356R0_CIP-Security-A-Valuable-Tool-for-CRA-Compliance.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2025/06/PUB00356R0_CIP-Security-A-Valuable-Tool-for-CRA-Compliance.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:56	496581/496581	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-793c5%22	https://www.odva.org/wp-content/uploads/2023/07/PUB00319R2_CIP-Security-At-a-Glance.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2023/07/PUB00319R2_CIP-Security-At-a-Glance.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:56	2214324/2214324	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7f8-21c9b4%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00315R1_CompoNet%e6%95%b7%e8%a8%ad%e3%83%9e%e3%83%8b%e3%83%a5%e3%82%a2%e3%83%ab%e6%94%b9%e8%a8%82_RevA.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00315R1_CompoNet%e6%95%b7%e8%a8%ad%e3%83%9e%e3%83%8b%e3%83%a5%e3%82%a2%e3%83%ab%e6%94%b9%e8%a8%82_RevA.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:58	513215/513215	---M--	200	added ('OK')	application/pdf	etag:%2265f1b80c-7d4bf%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00269R1.1_ODVA-Securing-EtherNetIP-Networks.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00269R1.1_ODVA-Securing-EtherNetIP-Networks.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:58	795604/795604	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7e3-c23d4%22	https://www.odva.org/wp-content/uploads/2022/11/FAQ-ON-INDUSTRIAL-ETHERNET-SECURITY-CONCEPTS.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2022/11/FAQ-ON-INDUSTRIAL-ETHERNET-SECURITY-CONCEPTS.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:59	503549/503549	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-7aefd%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00288R0_Perfomance-without-compromise.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00288R0_Perfomance-without-compromise.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:16:00	692421/692421	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-a90c5%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00279R0_EtherNetIP%e2%80%93for-Real-Time-Machine-to-Machine-Control.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00279R0_EtherNetIP%e2%80%93for-Real-Time-Machine-to-Machine-Control.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:16:00	919496/919496	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7e3-e07c8%22	https://www.odva.org/wp-content/uploads/2023/07/PUB00349R0_Process-Automation.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2023/07/PUB00349R0_Process-Automation.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:16:02	1353346/1353346	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-14a682%22	https://www.odva.org/wp-content/uploads/2021/10/Ethernet-APL_Ethernet-To-The-Field_JP_FINAL_June-2021.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/10/Ethernet-APL_Ethernet-To-The-Field_JP_FINAL_June-2021.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:16:02	1137420/1137420	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7ff-115b0c%22	https://www.odva.org/wp-content/uploads/2021/10/Ethernet-APL_Ethernet-To-The-Field_EN_FINAL_June-2021.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/10/Ethernet-APL_Ethernet-To-The-Field_EN_FINAL_June-2021.pdf	(from https://www.odva.org/technology-standards/document-library/)
